,timestamp,UTC time,label
21159,1565109988218,2019-08-06T16:46:28.218,2
21169,1565109989220,2019-08-06T16:46:29.220,2
21179,1565109990223,2019-08-06T16:46:30.223,2
21189,1565109991225,2019-08-06T16:46:31.225,2
21199,1565109992227,2019-08-06T16:46:32.227,2
21209,1565109993229,2019-08-06T16:46:33.229,2
21219,1565109994232,2019-08-06T16:46:34.232,2
21229,1565109995234,2019-08-06T16:46:35.234,2
21239,1565109996236,2019-08-06T16:46:36.236,2
21249,1565109997239,2019-08-06T16:46:37.239,2
21259,1565109998241,2019-08-06T16:46:38.241,2
21269,1565109999243,2019-08-06T16:46:39.243,2
21279,1565110000246,2019-08-06T16:46:40.246,2
21289,1565110001248,2019-08-06T16:46:41.248,2
21299,1565110002250,2019-08-06T16:46:42.250,2
21309,1565110003252,2019-08-06T16:46:43.252,2
21319,1565110004255,2019-08-06T16:46:44.255,2
21329,1565110005257,2019-08-06T16:46:45.257,2
21339,1565110006259,2019-08-06T16:46:46.259,2
21349,1565110007261,2019-08-06T16:46:47.261,2
21359,1565110008264,2019-08-06T16:46:48.264,2
21369,1565110009266,2019-08-06T16:46:49.266,2
21379,1565110010268,2019-08-06T16:46:50.268,2
21389,1565110011271,2019-08-06T16:46:51.271,2
21399,1565110012273,2019-08-06T16:46:52.273,2
21409,1565110013275,2019-08-06T16:46:53.275,2
21419,1565110014278,2019-08-06T16:46:54.278,2
21429,1565110015280,2019-08-06T16:46:55.280,2
21439,1565110016282,2019-08-06T16:46:56.282,2
21449,1565110017284,2019-08-06T16:46:57.284,2
21459,1565110018287,2019-08-06T16:46:58.287,2
21469,1565110019289,2019-08-06T16:46:59.289,2
21479,1565110020291,2019-08-06T16:47:00.291,2
21489,1565110021294,2019-08-06T16:47:01.294,2
21499,1565110022296,2019-08-06T16:47:02.296,2
21509,1565110023298,2019-08-06T16:47:03.298,2
21519,1565110024300,2019-08-06T16:47:04.300,2
21529,1565110025303,2019-08-06T16:47:05.303,2
21539,1565110026305,2019-08-06T16:47:06.305,2
21549,1565110027307,2019-08-06T16:47:07.307,2
21559,1565110028310,2019-08-06T16:47:08.310,4
21569,1565110029312,2019-08-06T16:47:09.312,4
21579,1565110030314,2019-08-06T16:47:10.314,4
21589,1565110031316,2019-08-06T16:47:11.316,4
21599,1565110032319,2019-08-06T16:47:12.319,4
21609,1565110033321,2019-08-06T16:47:13.321,4
21619,1565110034323,2019-08-06T16:47:14.323,4
21629,1565110035326,2019-08-06T16:47:15.326,4
21639,1565110036328,2019-08-06T16:47:16.328,4
21649,1565110037330,2019-08-06T16:47:17.330,4
21659,1565110038338,2019-08-06T16:47:18.338,4
21669,1565110039341,2019-08-06T16:47:19.341,4
21679,1565110040343,2019-08-06T16:47:20.343,4
21689,1565110041345,2019-08-06T16:47:21.345,4
21699,1565110042347,2019-08-06T16:47:22.347,4
21709,1565110043350,2019-08-06T16:47:23.350,4
21719,1565110044439,2019-08-06T16:47:24.439,4
21729,1565110045442,2019-08-06T16:47:25.442,4
21739,1565110046444,2019-08-06T16:47:26.444,4
21749,1565110047446,2019-08-06T16:47:27.446,4
21759,1565110048448,2019-08-06T16:47:28.448,4
21769,1565110049451,2019-08-06T16:47:29.451,4
21779,1565110050453,2019-08-06T16:47:30.453,4
21789,1565110051455,2019-08-06T16:47:31.455,4
21799,1565110052458,2019-08-06T16:47:32.458,4
21809,1565110053460,2019-08-06T16:47:33.460,4
21819,1565110054462,2019-08-06T16:47:34.462,4
21829,1565110055464,2019-08-06T16:47:35.464,4
21839,1565110056467,2019-08-06T16:47:36.467,4
21849,1565110057469,2019-08-06T16:47:37.469,4
21859,1565110058471,2019-08-06T16:47:38.471,4
21869,1565110059474,2019-08-06T16:47:39.474,4
21879,1565110060476,2019-08-06T16:47:40.476,4
21889,1565110061478,2019-08-06T16:47:41.478,4
21899,1565110062481,2019-08-06T16:47:42.481,4
21909,1565110063483,2019-08-06T16:47:43.483,4
21919,1565110064485,2019-08-06T16:47:44.485,4
21929,1565110065487,2019-08-06T16:47:45.487,1
21939,1565110066490,2019-08-06T16:47:46.490,1
21949,1565110067492,2019-08-06T16:47:47.492,1
21959,1565110068494,2019-08-06T16:47:48.494,1
21969,1565110069497,2019-08-06T16:47:49.497,1
21979,1565110070499,2019-08-06T16:47:50.499,1
21989,1565110071501,2019-08-06T16:47:51.501,1
21999,1565110072503,2019-08-06T16:47:52.503,1
22009,1565110073506,2019-08-06T16:47:53.506,1
22019,1565110074508,2019-08-06T16:47:54.508,1
22029,1565110075510,2019-08-06T16:47:55.510,1
22039,1565110076513,2019-08-06T16:47:56.513,1
22049,1565110077515,2019-08-06T16:47:57.515,1
22059,1565110078517,2019-08-06T16:47:58.517,1
22069,1565110079520,2019-08-06T16:47:59.520,1
22079,1565110080522,2019-08-06T16:48:00.522,1
22089,1565110081524,2019-08-06T16:48:01.524,1
22099,1565110082526,2019-08-06T16:48:02.526,1
22109,1565110083529,2019-08-06T16:48:03.529,3
22119,1565110084531,2019-08-06T16:48:04.531,3
22129,1565110085533,2019-08-06T16:48:05.533,3
22139,1565110086536,2019-08-06T16:48:06.536,3
22149,1565110087538,2019-08-06T16:48:07.538,3
22159,1565110088540,2019-08-06T16:48:08.540,3
22169,1565110089542,2019-08-06T16:48:09.542,3
22179,1565110090545,2019-08-06T16:48:10.545,3
22189,1565110091547,2019-08-06T16:48:11.547,3
22199,1565110092549,2019-08-06T16:48:12.549,3
22209,1565110093552,2019-08-06T16:48:13.552,3
22219,1565110094554,2019-08-06T16:48:14.554,3
22229,1565110095556,2019-08-06T16:48:15.556,3
22239,1565110096559,2019-08-06T16:48:16.559,3
22249,1565110097561,2019-08-06T16:48:17.561,3
22259,1565110098563,2019-08-06T16:48:18.563,3
22269,1565110099565,2019-08-06T16:48:19.565,3
22279,1565110100568,2019-08-06T16:48:20.568,3
22289,1565110101570,2019-08-06T16:48:21.570,3
22299,1565110102572,2019-08-06T16:48:22.572,3
22309,1565110103575,2019-08-06T16:48:23.575,3
22319,1565110104577,2019-08-06T16:48:24.577,3
22329,1565110105579,2019-08-06T16:48:25.579,3
22339,1565110106582,2019-08-06T16:48:26.582,3
22349,1565110107584,2019-08-06T16:48:27.584,3
22359,1565110108586,2019-08-06T16:48:28.586,3
22369,1565110109588,2019-08-06T16:48:29.588,3
22379,1565110110591,2019-08-06T16:48:30.591,3
22389,1565110111593,2019-08-06T16:48:31.593,3
22399,1565110112595,2019-08-06T16:48:32.595,3
22409,1565110113598,2019-08-06T16:48:33.598,3
22419,1565110114600,2019-08-06T16:48:34.600,3
22429,1565110115602,2019-08-06T16:48:35.602,3
22439,1565110116605,2019-08-06T16:48:36.605,3
22449,1565110117607,2019-08-06T16:48:37.607,2
22459,1565110118609,2019-08-06T16:48:38.609,2
22469,1565110119611,2019-08-06T16:48:39.611,2
22479,1565110120614,2019-08-06T16:48:40.614,2
22489,1565110121616,2019-08-06T16:48:41.616,2
22499,1565110122618,2019-08-06T16:48:42.618,2
22509,1565110123621,2019-08-06T16:48:43.621,2
22519,1565110124623,2019-08-06T16:48:44.623,2
22529,1565110125625,2019-08-06T16:48:45.625,2
22539,1565110126628,2019-08-06T16:48:46.628,2
22549,1565110127630,2019-08-06T16:48:47.630,2
22559,1565110128632,2019-08-06T16:48:48.632,2
22569,1565110129634,2019-08-06T16:48:49.634,2
22579,1565110130637,2019-08-06T16:48:50.637,2
22589,1565110131639,2019-08-06T16:48:51.639,2
22599,1565110132641,2019-08-06T16:48:52.641,2
22609,1565110133644,2019-08-06T16:48:53.644,2
22619,1565110134646,2019-08-06T16:48:54.646,2
22629,1565110135648,2019-08-06T16:48:55.648,2
22639,1565110136651,2019-08-06T16:48:56.651,2
22649,1565110137653,2019-08-06T16:48:57.653,2
22659,1565110138655,2019-08-06T16:48:58.655,2
22669,1565110139657,2019-08-06T16:48:59.657,2
22679,1565110140660,2019-08-06T16:49:00.660,2
22689,1565110141662,2019-08-06T16:49:01.662,2
22699,1565110142664,2019-08-06T16:49:02.664,2
22709,1565110143667,2019-08-06T16:49:03.667,2
22719,1565110144669,2019-08-06T16:49:04.669,2
22729,1565110145671,2019-08-06T16:49:05.671,2
22739,1565110146674,2019-08-06T16:49:06.674,2
22749,1565110147676,2019-08-06T16:49:07.676,2
22759,1565110148678,2019-08-06T16:49:08.678,2
22769,1565110149680,2019-08-06T16:49:09.680,2
22779,1565110150683,2019-08-06T16:49:10.683,2
22789,1565110151685,2019-08-06T16:49:11.685,2
22799,1565110152687,2019-08-06T16:49:12.687,2
22809,1565110153690,2019-08-06T16:49:13.690,2
22819,1565110154692,2019-08-06T16:49:14.692,2
22829,1565110155694,2019-08-06T16:49:15.694,2
22839,1565110156697,2019-08-06T16:49:16.697,2
22849,1565110157699,2019-08-06T16:49:17.699,2
22859,1565110158701,2019-08-06T16:49:18.701,2
22869,1565110159703,2019-08-06T16:49:19.703,2
22879,1565110160706,2019-08-06T16:49:20.706,2
22889,1565110161708,2019-08-06T16:49:21.708,2
22899,1565110162710,2019-08-06T16:49:22.710,2
22909,1565110163713,2019-08-06T16:49:23.713,2
22919,1565110164715,2019-08-06T16:49:24.715,2
22929,1565110165717,2019-08-06T16:49:25.717,3
22939,1565110166720,2019-08-06T16:49:26.720,3
22949,1565110167722,2019-08-06T16:49:27.722,3
22959,1565110168724,2019-08-06T16:49:28.724,3
22969,1565110169726,2019-08-06T16:49:29.726,3
22979,1565110170729,2019-08-06T16:49:30.729,3
22989,1565110171731,2019-08-06T16:49:31.731,3
22999,1565110172733,2019-08-06T16:49:32.733,3
23009,1565110173736,2019-08-06T16:49:33.736,3
23019,1565110174738,2019-08-06T16:49:34.738,3
23029,1565110175740,2019-08-06T16:49:35.740,3
23039,1565110176743,2019-08-06T16:49:36.743,3
23049,1565110177745,2019-08-06T16:49:37.745,3
23059,1565110178747,2019-08-06T16:49:38.747,3
23069,1565110179749,2019-08-06T16:49:39.749,3
23079,1565110180752,2019-08-06T16:49:40.752,3
23089,1565110181754,2019-08-06T16:49:41.754,3
23099,1565110182756,2019-08-06T16:49:42.756,3
23109,1565110183759,2019-08-06T16:49:43.759,3
23119,1565110184761,2019-08-06T16:49:44.761,3
23129,1565110185763,2019-08-06T16:49:45.763,3
23139,1565110186766,2019-08-06T16:49:46.766,3
23149,1565110187768,2019-08-06T16:49:47.768,3
23159,1565110188770,2019-08-06T16:49:48.770,3
23169,1565110189772,2019-08-06T16:49:49.772,3
23179,1565110190775,2019-08-06T16:49:50.775,3
23189,1565110191777,2019-08-06T16:49:51.777,3
23199,1565110192779,2019-08-06T16:49:52.779,3
23209,1565110193782,2019-08-06T16:49:53.782,3
23219,1565110194784,2019-08-06T16:49:54.784,3
23229,1565110195786,2019-08-06T16:49:55.786,3
23239,1565110196789,2019-08-06T16:49:56.789,3
23249,1565110197791,2019-08-06T16:49:57.791,3
23259,1565110198793,2019-08-06T16:49:58.793,3
23269,1565110199795,2019-08-06T16:49:59.795,3
23279,1565110200798,2019-08-06T16:50:00.798,3
23289,1565110201800,2019-08-06T16:50:01.800,3
23299,1565110202802,2019-08-06T16:50:02.802,3
23309,1565110203805,2019-08-06T16:50:03.805,3
23319,1565110204807,2019-08-06T16:50:04.807,3
23329,1565110205809,2019-08-06T16:50:05.809,3
23339,1565110206811,2019-08-06T16:50:06.811,3
23349,1565110207814,2019-08-06T16:50:07.814,3
23359,1565110208816,2019-08-06T16:50:08.816,3
23369,1565110209818,2019-08-06T16:50:09.818,3
23379,1565110210821,2019-08-06T16:50:10.821,3
23389,1565110211823,2019-08-06T16:50:11.823,3
23399,1565110212825,2019-08-06T16:50:12.825,3
23409,1565110213828,2019-08-06T16:50:13.828,3
23419,1565110214830,2019-08-06T16:50:14.830,3
23429,1565110215832,2019-08-06T16:50:15.832,3
23439,1565110216834,2019-08-06T16:50:16.834,3
23449,1565110217837,2019-08-06T16:50:17.837,3
23459,1565110218839,2019-08-06T16:50:18.839,3
23469,1565110219841,2019-08-06T16:50:19.841,2
23479,1565110220844,2019-08-06T16:50:20.844,2
23489,1565110221846,2019-08-06T16:50:21.846,2
23499,1565110222848,2019-08-06T16:50:22.848,2
23509,1565110223851,2019-08-06T16:50:23.851,2
23519,1565110224853,2019-08-06T16:50:24.853,2
23529,1565110225855,2019-08-06T16:50:25.855,2
23539,1565110226857,2019-08-06T16:50:26.857,2
23549,1565110227860,2019-08-06T16:50:27.860,2
23559,1565110228862,2019-08-06T16:50:28.862,2
23569,1565110229864,2019-08-06T16:50:29.864,2
23579,1565110230867,2019-08-06T16:50:30.867,2
23589,1565110231869,2019-08-06T16:50:31.869,2
23599,1565110232871,2019-08-06T16:50:32.871,2
23609,1565110233874,2019-08-06T16:50:33.874,2
23619,1565110234876,2019-08-06T16:50:34.876,2
23629,1565110235878,2019-08-06T16:50:35.878,2
23639,1565110236880,2019-08-06T16:50:36.880,2
23649,1565110237883,2019-08-06T16:50:37.883,2
23659,1565110238885,2019-08-06T16:50:38.885,2
23669,1565110239887,2019-08-06T16:50:39.887,2
23679,1565110240890,2019-08-06T16:50:40.890,2
23689,1565110241892,2019-08-06T16:50:41.892,2
23699,1565110242894,2019-08-06T16:50:42.894,2
23709,1565110243896,2019-08-06T16:50:43.896,2
23719,1565110244899,2019-08-06T16:50:44.899,2
23729,1565110245901,2019-08-06T16:50:45.901,2
23739,1565110246903,2019-08-06T16:50:46.903,2
23749,1565110247906,2019-08-06T16:50:47.906,2
23759,1565110248908,2019-08-06T16:50:48.908,2
23769,1565110249910,2019-08-06T16:50:49.910,2
23779,1565110250913,2019-08-06T16:50:50.913,2
23789,1565110251915,2019-08-06T16:50:51.915,2
23799,1565110252917,2019-08-06T16:50:52.917,2
23809,1565110253919,2019-08-06T16:50:53.919,2
23819,1565110254922,2019-08-06T16:50:54.922,2
23829,1565110255924,2019-08-06T16:50:55.924,2
23839,1565110256926,2019-08-06T16:50:56.926,2
23849,1565110257929,2019-08-06T16:50:57.929,2
23859,1565110258931,2019-08-06T16:50:58.931,2
23869,1565110259933,2019-08-06T16:50:59.933,2
23879,1565110260936,2019-08-06T16:51:00.936,2
23889,1565110261938,2019-08-06T16:51:01.938,2
23899,1565110262940,2019-08-06T16:51:02.940,2
23909,1565110263942,2019-08-06T16:51:03.942,2
23919,1565110264945,2019-08-06T16:51:04.945,2
23929,1565110265947,2019-08-06T16:51:05.947,2
23939,1565110266949,2019-08-06T16:51:06.949,2
23949,1565110267952,2019-08-06T16:51:07.952,2
23959,1565110268954,2019-08-06T16:51:08.954,2
23969,1565110269956,2019-08-06T16:51:09.956,2
23979,1565110270959,2019-08-06T16:51:10.959,2
23989,1565110271961,2019-08-06T16:51:11.961,2
23999,1565110272963,2019-08-06T16:51:12.963,2
24009,1565110273965,2019-08-06T16:51:13.965,2
24019,1565110274968,2019-08-06T16:51:14.968,2
24029,1565110275970,2019-08-06T16:51:15.970,2
24039,1565110276972,2019-08-06T16:51:16.972,2
24049,1565110277975,2019-08-06T16:51:17.975,2
24059,1565110278977,2019-08-06T16:51:18.977,2
24069,1565110279979,2019-08-06T16:51:19.979,2
24079,1565110280981,2019-08-06T16:51:20.981,2
24089,1565110281984,2019-08-06T16:51:21.984,2
24099,1565110282986,2019-08-06T16:51:22.986,2
24109,1565110283988,2019-08-06T16:51:23.988,2
24119,1565110284991,2019-08-06T16:51:24.991,2
24129,1565110285993,2019-08-06T16:51:25.993,2
24139,1565110286995,2019-08-06T16:51:26.995,2
24149,1565110287998,2019-08-06T16:51:27.998,2
24159,1565110289000,2019-08-06T16:51:29.000,2
24169,1565110290002,2019-08-06T16:51:30.002,2
24179,1565110291004,2019-08-06T16:51:31.004,2
24189,1565110292007,2019-08-06T16:51:32.007,2
24199,1565110293009,2019-08-06T16:51:33.009,2
24209,1565110294011,2019-08-06T16:51:34.011,2
24219,1565110295014,2019-08-06T16:51:35.014,2
24229,1565110296016,2019-08-06T16:51:36.016,2
24239,1565110297018,2019-08-06T16:51:37.018,4
24249,1565110298020,2019-08-06T16:51:38.020,4
24259,1565110299023,2019-08-06T16:51:39.023,4
24269,1565110300025,2019-08-06T16:51:40.025,4
24279,1565110301027,2019-08-06T16:51:41.027,4
24289,1565110302030,2019-08-06T16:51:42.030,4
24299,1565110303032,2019-08-06T16:51:43.032,4
24309,1565110304034,2019-08-06T16:51:44.034,4
24319,1565110305037,2019-08-06T16:51:45.037,4
24329,1565110306039,2019-08-06T16:51:46.039,4
